Acres,FamilyIncome,FamilyType,NumBedrooms,NumChildren,NumPeople,NumRooms,NumUnits,NumVehicles,NumWorkers,OwnRent,YearBuilt,HouseCosts,ElectricBill,FoodStamp,HeatingFuel,Insurance,Language,LogFamilyIncome,FamilyIncomeGreaterThanOrEqualTo150000
Sub 1,35100,Female Head,3,1,2,7,Single attached,1,0,Mortgage,1950-1959,1900,120,No,Gas,1200,English,10.46595641,FALSE
Sub 1,35100,Female Head,3,2,4,10,Single detached,2,1,Mortgage,1950-1959,850,40,No,Electricity,400,English,10.46595641,FALSE
Sub 1,35100,Married,3,0,2,6,Single detached,3,0,Mortgage,1950-1959,940,300,No,Oil,480,English,10.46595641,FALSE
Sub 1,35100,Married,3,0,3,7,Single detached,3,1,Mortgage,Before 1939,500,100,No,Oil,1000,English,10.46595641,FALSE
Sub 1,35150,Married,3,0,2,7,Single detached,2,2,Mortgage,1970-1979,930,200,No,Gas,500,English,10.4673799,FALSE
Sub 1,35200,Female Head,2,0,3,4,Single detached,1,1,Rented,1970-1979,880,60,Yes,Gas,0,Spanish,10.46880136,FALSE
Sub 1,35200,Female Head,3,0,2,6,Single detached,2,1,Mortgage,1950-1959,1200,120,No,Gas,600,English,10.46880136,FALSE
Sub 1,35200,Married,2,3,5,5,Single detached,2,1,Mortgage,1960-1969,2200,280,No,Gas,1200,English,10.46880136,FALSE
Sub 1,35200,Married,3,0,2,9,Single detached,2,1,Mortgage,1970-1979,500,200,No,Gas,800,English,10.46880136,FALSE
Sub 1,35200,Married,4,0,2,8,Single detached,1,1,Mortgage,1950-1959,100,80,No,Oil,450,English,10.46880136,FALSE
Sub 1,35200,Married,4,0,2,9,Single attached,3,0,Mortgage,1990-1999,1310,260,No,Gas,650,English,10.46880136,FALSE
Sub 1,35200,Married,4,1,3,11,Single detached,3,2,Mortgage,Before 1939,510,300,No,Gas,250,English,10.46880136,FALSE
Sub 1,35300,Female Head,3,0,4,6,Single detached,1,3,Mortgage,1940-1949,780,220,No,Gas,430,Other European,10.47163824,FALSE
Sub 1,35300,Female Head,4,1,5,8,Single detached,0,1,Rented,Before 1939,650,290,No,Gas,0,English,10.47163824,FALSE
Sub 1,35300,Female Head,5,0,6,8,Single detached,1,2,Mortgage,1960-1969,1200,230,No,Gas,1200,English,10.47163824,FALSE
Sub 1,35300,Female Head,5,0,6,9,Single detached,3,1,Mortgage,1940-1949,450,170,No,Gas,720,English,10.47163824,FALSE
Sub 1,35300,Married,3,0,2,6,Single detached,3,1,Mortgage,Before 1939,720,170,No,Gas,400,English,10.47163824,FALSE
Sub 1,35300,Married,3,0,3,6,Single detached,1,2,Mortgage,1940-1949,1100,280,Yes,Gas,1800,Spanish,10.47163824,FALSE
Sub 1,35300,Married,3,0,3,7,Single detached,2,1,Mortgage,Before 1939,430,100,No,Gas,0,English,10.47163824,FALSE
Sub 1,35310,Married,3,0,2,5,Single detached,1,0,Mortgage,Before 1939,460,100,No,Gas,270,English,10.47192149,FALSE
Sub 1,35340,Married,2,2,5,4,Single detached,1,1,Rented,1960-1969,1100,100,No,Gas,0,English,10.47277075,FALSE
Sub 1,35400,Female Head,3,0,2,6,Single detached,1,0,Mortgage,1950-1959,360,60,No,Gas,500,Spanish,10.4744671,FALSE
Sub 1,35400,Female Head,3,0,3,5,Mobile home,3,3,Mortgage,1990-1999,210,170,No,Oil,300,English,10.4744671,FALSE
Sub 1,35400,Female Head,3,0,3,6,Single detached,2,1,Mortgage,Before 1939,500,80,No,Oil,540,English,10.4744671,FALSE
Sub 1,35400,Female Head,3,1,4,8,Single detached,2,2,Rented,Before 1939,600,290,No,Oil,0,English,10.4744671,FALSE
Sub 1,35400,Male Head,4,0,3,9,Single detached,2,2,Mortgage,1960-1969,1600,360,No,Gas,1500,Spanish,10.4744671,FALSE
Sub 1,35400,Married,3,0,2,6,Single detached,1,2,Mortgage,1950-1959,600,90,No,Gas,350,English,10.4744671,FALSE
Sub 1,35400,Married,3,3,5,6,Single detached,2,2,Rented,Before 1939,550,90,No,Gas,0,English,10.4744671,FALSE
Sub 1,35450,Married,3,3,6,5,Single detached,2,3,Mortgage,1970-1979,1800,200,No,Gas,1200,Other European,10.47587853,FALSE
Sub 1,35500,Female Head,3,1,3,6,Single detached,1,2,Mortgage,1960-1969,1200,150,No,None,400,Spanish,10.47728798,FALSE
Sub 1,35500,Female Head,3,2,3,6,Single detached,1,1,Rented,1970-1979,700,90,No,Gas,0,English,10.47728798,FALSE
Sub 1,35500,Male Head,3,2,4,5,Single detached,1,1,Rented,1960-1969,400,130,No,Oil,0,English,10.47728798,FALSE
Sub 1,35500,Married,2,1,3,5,Single attached,0,2,Mortgage,Before 1939,1100,50,No,Gas,550,English,10.47728798,FALSE
Sub 1,35500,Married,3,0,2,5,Single detached,2,0,Mortgage,1980-1989,200,130,No,Gas,390,English,10.47728798,FALSE
Sub 1,35500,Married,3,0,2,7,Mobile home,2,0,Mortgage,2000-2004,1000,230,No,Gas,350,English,10.47728798,FALSE
Sub 1,35500,Married,3,3,5,8,Single detached,2,2,Mortgage,1990-1999,580,70,No,Gas,600,English,10.47728798,FALSE
Sub 1,35500,Married,4,0,2,9,Single detached,2,2,Mortgage,1950-1959,1000,150,No,Gas,1200,English,10.47728798,FALSE
Sub 1,35600,Female Head,2,0,3,7,Single detached,3,2,Mortgage,Before 1939,650,200,No,Wood,810,Spanish,10.48010092,FALSE
Sub 1,35600,Female Head,2,1,3,4,Single detached,2,1,Rented,1980-1989,700,240,No,Gas,0,English,10.48010092,FALSE
Sub 1,35600,Female Head,3,2,3,6,Single detached,1,3,Mortgage,1950-1959,690,40,No,Gas,630,English,10.48010092,FALSE
Sub 1,35600,Married,2,0,2,5,Single attached,0,1,Mortgage,1980-1989,1700,160,No,Oil,1200,English,10.48010092,FALSE
Sub 1,35600,Married,3,0,2,6,Single attached,3,0,Mortgage,1970-1979,1200,150,No,Gas,900,English,10.48010092,FALSE
Sub 1,35600,Married,3,0,3,7,Mobile home,1,1,Mortgage,2000-2004,290,230,No,Oil,250,English,10.48010092,FALSE
Sub 1,35600,Married,3,2,4,7,Single detached,2,2,Mortgage,1970-1979,2400,210,No,Oil,1200,English,10.48010092,FALSE
Sub 1,35600,Married,5,1,3,8,Single detached,2,1,Rented,1940-1949,850,80,No,Gas,0,English,10.48010092,FALSE
Sub 1,35700,Female Head,2,0,2,4,Single attached,0,1,Rented,Before 1939,1100,100,No,Gas,0,English,10.48290597,FALSE
Sub 1,35700,Male Head,3,2,4,7,Single detached,3,2,Mortgage,1960-1969,640,70,No,Gas,400,English,10.48290597,FALSE
Sub 1,35700,Married,2,0,2,5,Single attached,1,0,Rented,2000-2004,1400,100,No,Gas,0,English,10.48290597,FALSE
Sub 1,35700,Married,2,0,2,5,Single detached,2,1,Mortgage,1980-1989,1500,150,No,Gas,2000,Other European,10.48290597,FALSE
Sub 1,35700,Married,3,2,4,6,Single detached,1,2,Rented,Before 1939,1200,260,No,Oil,0,Asian Pacific,10.48290597,FALSE
Sub 1,35740,Female Head,4,0,5,7,Single detached,2,1,Rented,Before 1939,700,130,Yes,Gas,0,English,10.48402579,FALSE
Sub 1,35800,Married,2,0,2,4,Single detached,2,0,Mortgage,1960-1969,1500,150,No,Oil,500,Spanish,10.48570317,FALSE
Sub 1,35800,Married,2,0,2,10,Single detached,1,1,Mortgage,Before 1939,380,100,No,Gas,360,English,10.48570317,FALSE
Sub 1,35800,Married,2,0,3,3,Single detached,2,2,Mortgage,1960-1969,450,90,No,Gas,400,Other European,10.48570317,FALSE
Sub 1,35800,Married,3,1,3,5,Mobile home,2,2,Rented,1970-1979,100,80,Yes,Gas,0,English,10.48570317,FALSE
Sub 1,35800,Married,3,1,3,5,Single detached,2,0,Mortgage,1950-1959,750,130,Yes,Gas,700,English,10.48570317,FALSE
Sub 1,35800,Married,3,2,5,5,Single attached,1,2,Mortgage,1950-1959,2000,300,No,Gas,690,English,10.48570317,FALSE
Sub 1,35810,Female Head,3,0,3,6,Single detached,1,2,Mortgage,1960-1969,2400,260,No,Oil,1300,English,10.48598246,FALSE
Sub 1,35860,Male Head,4,0,2,7,Mobile home,1,0,Mortgage,1980-1989,450,190,Yes,Oil,1200,English,10.48737775,FALSE
Sub 1,35900,Female Head,2,1,7,3,Single attached,0,2,Rented,1940-1949,1100,180,Yes,Gas,0,Spanish,10.48849257,FALSE
Sub 1,35900,Married,3,0,5,6,Single detached,3,2,Mortgage,1960-1969,400,130,Yes,Gas,400,English,10.48849257,FALSE
Sub 1,35900,Married,4,0,2,6,Single detached,1,1,Mortgage,1960-1969,340,140,No,Gas,490,English,10.48849257,FALSE
Sub 1,35900,Married,4,4,6,7,Single detached,1,1,Mortgage,1940-1949,890,120,Yes,Gas,1000,English,10.48849257,FALSE
Sub 1,35912,Married,4,0,4,8,Single detached,3,3,Mortgage,1980-1989,1800,130,No,Gas,1000,English,10.48882678,FALSE
Sub 1,35920,Female Head,2,1,4,5,Single detached,1,2,Rented,Before 1939,550,90,No,Gas,0,English,10.48904952,FALSE
Sub 1,35948,Female Head,4,2,5,8,Single detached,2,2,Mortgage,1960-1969,440,170,No,Gas,500,English,10.48982873,FALSE
Sub 1,36000,Female Head,2,0,2,3,Single detached,1,2,Mortgage,2005,580,100,No,Gas,480,English,10.49127422,FALSE
Sub 1,36000,Female Head,2,0,2,5,Single detached,0,1,Mortgage,1950-1959,1500,420,No,Gas,400,English,10.49127422,FALSE
Sub 1,36000,Female Head,2,0,2,6,Single attached,2,2,Mortgage,1990-1999,2000,320,No,Gas,500,English,10.49127422,FALSE
Sub 1,36000,Female Head,2,1,2,4,Single detached,1,1,Mortgage,1980-1989,300,100,No,Oil,380,English,10.49127422,FALSE
Sub 1,36000,Female Head,2,1,2,5,Single detached,1,1,Rented,1940-1949,700,80,No,Gas,0,English,10.49127422,FALSE
Sub 1,36000,Female Head,3,0,2,6,Single attached,0,0,Mortgage,2007,870,170,No,Gas,480,English,10.49127422,FALSE
Sub 1,36000,Female Head,3,0,2,7,Single detached,1,2,Mortgage,1940-1949,2500,190,No,Gas,0,English,10.49127422,FALSE
Sub 1,36000,Female Head,3,1,3,5,Single detached,2,1,Mortgage,Before 1939,1900,250,No,Gas,2000,English,10.49127422,FALSE
Sub 1,36000,Female Head,3,1,3,7,Single detached,2,1,Mortgage,1940-1949,1000,30,No,Gas,0,English,10.49127422,FALSE
Sub 1,36000,Female Head,3,1,4,7,Single detached,4,2,Mortgage,Before 1939,540,140,No,Gas,250,English,10.49127422,FALSE
Sub 1,36000,Female Head,3,2,3,7,Single detached,1,1,Rented,1960-1969,1300,240,No,Oil,0,English,10.49127422,FALSE
Sub 1,36000,Female Head,4,0,6,6,Single attached,1,3,Mortgage,2000-2004,1800,280,No,Gas,1800,Asian Pacific,10.49127422,FALSE
Sub 1,36000,Female Head,8,1,3,8,Single detached,1,1,Mortgage,1960-1969,2800,140,No,Gas,2400,Other European,10.49127422,FALSE
Sub 1,36000,Male Head,2,0,2,6,Single attached,2,2,Rented,Before 1939,400,90,No,Gas,0,Spanish,10.49127422,FALSE
Sub 1,36000,Male Head,2,1,3,3,Mobile home,4,1,Mortgage,1960-1969,370,80,No,Oil,600,English,10.49127422,FALSE
Sub 1,36000,Male Head,2,1,3,6,Single detached,1,1,Rented,1970-1979,640,100,No,Gas,0,English,10.49127422,FALSE
Sub 1,36000,Male Head,2,3,5,5,Single detached,1,1,Rented,1990-1999,1000,1,No,Oil,0,Spanish,10.49127422,FALSE
Sub 1,36000,Male Head,3,2,3,5,Single detached,1,1,Mortgage,Before 1939,2300,200,No,Gas,1500,Other,10.49127422,FALSE
Sub 1,36000,Married,1,0,2,4,Single detached,1,0,Mortgage,Before 1939,1300,80,No,Gas,1500,English,10.49127422,FALSE
Sub 1,36000,Married,1,0,3,2,Single attached,1,2,Rented,1970-1979,790,80,No,Gas,0,Spanish,10.49127422,FALSE
Sub 1,36000,Married,2,0,2,5,Single detached,1,1,Mortgage,1950-1959,1200,90,No,Gas,1200,Spanish,10.49127422,FALSE
Sub 1,36000,Married,2,0,2,6,Single detached,2,2,Mortgage,Before 1939,890,70,No,Wood,880,English,10.49127422,FALSE
Sub 1,36000,Married,2,0,2,10,Single detached,1,0,Mortgage,1980-1989,600,80,No,Oil,280,English,10.49127422,FALSE
Sub 1,36000,Married,2,0,3,5,Single detached,2,1,Mortgage,1960-1969,310,160,No,Oil,310,English,10.49127422,FALSE
Sub 1,36000,Married,2,1,3,6,Single detached,1,2,Mortgage,1940-1949,950,150,No,Gas,720,English,10.49127422,FALSE
Sub 1,36000,Married,2,2,4,7,Single detached,2,1,Mortgage,1940-1949,640,50,No,Gas,350,English,10.49127422,FALSE
Sub 1,36000,Married,3,0,2,6,Single detached,2,0,Mortgage,1970-1979,470,70,No,Oil,600,English,10.49127422,FALSE
Sub 1,36000,Married,3,0,2,7,Single detached,1,0,Mortgage,Before 1939,1400,80,No,Gas,1800,Spanish,10.49127422,FALSE
Sub 1,36000,Married,3,0,2,7,Single detached,1,1,Mortgage,1970-1979,2800,470,No,Oil,1400,English,10.49127422,FALSE
Sub 1,36000,Married,3,0,2,8,Single detached,1,1,Mortgage,Before 1939,300,110,No,Gas,100,English,10.49127422,FALSE
Sub 1,36000,Married,3,0,2,8,Single detached,2,1,Mortgage,1970-1979,500,410,No,Electricity,1200,Other European,10.49127422,FALSE
Sub 1,36000,Married,3,0,2,10,Single detached,2,2,Mortgage,Before 1939,170,180,No,Gas,0,English,10.49127422,FALSE
Sub 1,36000,Married,3,1,4,4,Single attached,1,1,Rented,Before 1939,1900,80,No,Gas,0,Asian Pacific,10.49127422,FALSE
Sub 1,36000,Married,3,2,4,5,Single attached,3,2,Mortgage,1970-1979,900,250,No,Gas,800,Other European,10.49127422,FALSE
Sub 1,36000,Married,3,2,4,5,Single detached,2,2,Mortgage,1960-1969,2100,130,No,Oil,1600,English,10.49127422,FALSE
Sub 1,36000,Married,3,2,4,6,Single detached,2,1,Mortgage,1960-1969,900,400,No,Gas,500,English,10.49127422,FALSE
Sub 1,36000,Married,4,0,2,8,Single detached,2,2,Mortgage,Before 1939,400,120,No,Gas,470,English,10.49127422,FALSE
Sub 1,36000,Married,4,0,2,8,Single detached,2,2,Mortgage,1980-1989,810,160,No,Gas,700,English,10.49127422,FALSE
Sub 1,36000,Married,4,0,2,9,Single detached,2,2,Mortgage,1970-1979,520,130,No,Oil,400,English,10.49127422,FALSE
Sub 1,36000,Married,4,2,4,8,Single detached,1,1,Mortgage,Before 1939,480,200,No,Gas,450,English,10.49127422,FALSE
Sub 1,36000,Married,4,2,4,8,Single detached,2,1,Mortgage,1990-1999,510,400,No,Gas,800,English,10.49127422,FALSE
Sub 1,36000,Married,4,2,5,8,Single detached,1,1,Rented,Before 1939,400,200,No,Oil,0,English,10.49127422,FALSE
Sub 1,36000,Married,4,4,6,9,Single detached,2,1,Mortgage,Before 1939,1200,170,No,Wood,730,English,10.49127422,FALSE
Sub 1,36000,Married,5,0,2,10,Single detached,2,2,Mortgage,Before 1939,950,90,No,Oil,750,English,10.49127422,FALSE
Sub 1,36000,Married,5,2,6,8,Single detached,2,1,Mortgage,1950-1959,1700,160,Yes,Oil,1200,English,10.49127422,FALSE
Sub 1,36000,Married,5,3,7,7,Single detached,2,2,Rented,1940-1949,750,530,Yes,Gas,0,Spanish,10.49127422,FALSE
Sub 1,36004,Married,3,2,4,6,Single detached,2,1,Rented,1940-1949,650,90,No,Gas,0,English,10.49138532,FALSE
Sub 1,36010,Married,3,0,2,7,Single detached,2,2,Mortgage,1940-1949,430,80,No,Oil,660,English,10.49155196,FALSE
Sub 1,36020,Married,5,0,2,9,Single detached,1,0,Mortgage,1960-1969,80,90,No,Gas,700,English,10.49182962,FALSE
Sub 1,36100,Female Head,4,0,2,7,Single detached,3,2,Mortgage,Before 1939,800,80,No,Gas,1000,English,10.49404814,FALSE
Sub 1,36100,Male Head,2,0,2,5,Single detached,2,1,Rented,Before 1939,300,100,No,Oil,0,English,10.49404814,FALSE
Sub 1,36100,Male Head,3,1,3,7,Single detached,2,1,Rented,1940-1949,700,170,No,Gas,0,Asian Pacific,10.49404814,FALSE
Sub 1,36100,Married,3,0,2,6,Single detached,2,0,Mortgage,1960-1969,330,200,No,Oil,900,English,10.49404814,FALSE
Sub 1,36100,Married,3,4,6,8,Mobile home,2,2,Mortgage,2000-2004,520,310,Yes,Gas,30,English,10.49404814,FALSE
Sub 1,36160,Married,3,2,4,6,Single attached,1,2,Mortgage,Before 1939,2000,120,No,Gas,3000,English,10.49570881,FALSE
Sub 1,36200,Female Head,2,0,2,4,Single attached,0,0,Mortgage,Before 1939,2000,220,No,Gas,1000,English,10.4968144,FALSE
Sub 1,36200,Female Head,3,0,2,6,Single detached,1,1,Mortgage,1950-1959,3000,180,No,Gas,3000,Other European,10.4968144,FALSE
Sub 1,36200,Female Head,4,0,2,5,Single detached,1,0,Mortgage,1940-1949,680,210,No,Oil,250,English,10.4968144,FALSE
Sub 1,36200,Married,2,0,2,4,Single detached,2,2,Rented,Before 1939,600,70,No,Oil,0,Asian Pacific,10.4968144,FALSE
Sub 1,36200,Married,2,0,2,5,Single detached,2,2,Mortgage,2006,1200,80,No,Gas,1400,English,10.4968144,FALSE
Sub 1,36200,Married,2,0,2,8,Single detached,2,1,Mortgage,1940-1949,1200,130,No,Gas,1200,English,10.4968144,FALSE
Sub 1,36200,Married,3,0,2,7,Single detached,2,0,Mortgage,1950-1959,2600,250,No,Gas,1000,English,10.4968144,FALSE
Sub 1,36200,Married,3,0,2,7,Single detached,2,1,Mortgage,1950-1959,1300,120,No,Gas,0,English,10.4968144,FALSE
Sub 1,36200,Married,3,1,4,5,Single detached,1,1,Mortgage,1950-1959,2600,250,No,Gas,3500,Spanish,10.4968144,FALSE
Sub 1,36290,Male Head,2,0,2,5,Single attached,2,0,Outright,1980-1989,330,80,No,Oil,0,English,10.4992975,FALSE
Sub 1,36300,Male Head,2,0,2,4,Single attached,0,0,Mortgage,1980-1989,1200,170,No,Gas,960,English,10.49957302,FALSE
Sub 1,36300,Married,2,0,2,9,Single detached,1,2,Rented,1950-1959,800,180,Yes,Oil,0,English,10.49957302,FALSE
Sub 1,36300,Married,3,0,2,6,Single detached,2,0,Mortgage,1960-1969,160,130,No,Oil,680,English,10.49957302,FALSE
Sub 1,36300,Married,3,0,2,6,Single detached,2,1,Mortgage,1940-1949,360,60,No,Gas,400,English,10.49957302,FALSE
Sub 1,36300,Married,5,0,2,8,Single detached,3,0,Mortgage,1950-1959,420,310,No,Oil,900,English,10.49957302,FALSE
Sub 1,36301,Female Head,4,1,5,11,Single detached,3,3,Mortgage,1950-1959,1700,240,No,Oil,960,Spanish,10.49960057,FALSE
Sub 1,36320,Female Head,3,1,3,7,Single detached,1,2,Mortgage,Before 1939,760,100,No,Gas,430,English,10.50012383,FALSE
Sub 1,36340,Married,4,0,2,6,Single attached,1,0,Mortgage,Before 1939,2500,200,No,Electricity,1200,English,10.50067434,FALSE
Sub 1,36400,Female Head,2,2,3,6,Single attached,0,1,Rented,Before 1939,1400,120,No,Gas,0,Spanish,10.50232405,FALSE
Sub 1,36400,Female Head,4,4,5,9,Single detached,0,1,Rented,1980-1989,650,500,Yes,Gas,0,Spanish,10.50232405,FALSE
Sub 1,36400,Male Head,2,1,3,6,Single detached,1,1,Rented,Before 1939,380,60,No,Gas,0,English,10.50232405,FALSE
Sub 1,36400,Married,3,2,6,5,Single attached,1,2,Mortgage,1960-1969,1500,250,Yes,Gas,1200,Other,10.50232405,FALSE
Sub 1,36400,Married,4,0,5,10,Single detached,2,3,Mortgage,1980-1989,440,200,No,Wood,600,English,10.50232405,FALSE
Sub 1,36400,Married,4,3,5,8,Single detached,3,1,Mortgage,Before 1939,1400,200,No,Gas,800,English,10.50232405,FALSE
Sub 1,36500,Female Head,3,2,3,5,Single detached,1,1,Mortgage,1950-1959,990,120,No,Gas,1500,English,10.50506754,FALSE
Sub 1,36500,Female Head,4,3,5,9,Single detached,1,1,Mortgage,Before 1939,1100,300,No,Gas,3000,English,10.50506754,FALSE
Sub 1,36500,Married,3,1,3,7,Single detached,2,2,Rented,1980-1989,600,100,No,Oil,0,Spanish,10.50506754,FALSE
Sub 1,36540,Male Head,2,2,3,8,Single detached,1,1,Rented,1980-1989,400,120,No,Oil,0,English,10.50616283,FALSE
Sub 1,36550,Female Head,8,4,5,10,Single detached,1,1,Mortgage,Before 1939,2200,150,No,Oil,1500,English,10.50643647,FALSE
Sub 1,36600,Female Head,5,2,3,8,Single detached,1,1,Mortgage,1950-1959,860,70,No,Electricity,430,English,10.50780352,FALSE
Sub 1,36600,Married,1,0,2,4,Single detached,2,1,Mortgage,Before 1939,990,200,No,Gas,1300,English,10.50780352,FALSE
Sub 1,36600,Married,3,0,2,7,Single detached,1,1,Mortgage,1970-1979,1400,30,No,Gas,600,English,10.50780352,FALSE
Sub 1,36600,Married,3,0,2,7,Single detached,2,2,Mortgage,1970-1979,1300,100,No,Gas,1200,English,10.50780352,FALSE
Sub 1,36600,Married,3,0,2,8,Single detached,2,1,Mortgage,Before 1939,450,30,No,Gas,650,English,10.50780352,FALSE
Sub 1,36600,Married,3,0,2,8,Single detached,2,1,Rented,1950-1959,1300,90,No,Oil,0,English,10.50780352,FALSE
Sub 1,36600,Married,3,0,3,6,Single detached,2,3,Mortgage,Before 1939,600,60,No,Gas,350,English,10.50780352,FALSE
Sub 1,36600,Married,4,1,4,11,Single detached,2,2,Mortgage,1960-1969,750,150,No,Gas,250,English,10.50780352,FALSE
Sub 1,36660,Married,3,0,3,5,Single detached,3,2,Mortgage,1960-1969,870,80,No,Gas,700,English,10.50944152,FALSE
Sub 1,36700,Female Head,3,1,3,6,Single detached,2,2,Mortgage,Before 1939,290,80,No,Gas,550,English,10.51053203,FALSE
Sub 1,36700,Female Head,4,1,2,8,Single detached,1,1,Mortgage,Before 1939,3900,120,No,Oil,1000,English,10.51053203,FALSE
Sub 1,36700,Married,3,1,5,6,Single detached,2,1,Mortgage,Before 1939,320,90,No,Wood,390,English,10.51053203,FALSE
Sub 1,36800,Female Head,3,0,3,6,Single detached,2,1,Mortgage,1960-1969,100,140,No,Gas,1600,English,10.51325312,FALSE
Sub 1,36800,Married,1,0,2,3,Single detached,1,1,Mortgage,1990-1999,1200,180,No,Gas,1000,English,10.51325312,FALSE
Sub 1,36800,Married,2,0,2,5,Single detached,2,2,Mortgage,Before 1939,520,110,No,Oil,340,English,10.51325312,FALSE
Sub 1,36800,Married,8,4,6,11,Single detached,3,2,Mortgage,1960-1969,520,200,No,Oil,800,English,10.51325312,FALSE
Sub 1,36900,Female Head,3,2,3,5,Single detached,1,1,Mortgage,1990-1999,2000,110,No,Oil,1300,English,10.51596683,FALSE
Sub 1,36900,Female Head,4,0,3,6,Mobile home,2,2,Mortgage,2000-2004,290,80,No,Gas,480,English,10.51596683,FALSE
Sub 1,36900,Married,2,0,2,5,Single attached,2,1,Outright,1980-1989,280,340,No,Gas,630,English,10.51596683,FALSE
Sub 1,36900,Married,3,0,2,7,Single detached,2,2,Mortgage,1960-1969,1300,100,No,Oil,1200,English,10.51596683,FALSE
Sub 1,36900,Married,3,2,5,5,Single attached,1,2,Mortgage,Before 1939,850,80,No,Gas,600,Asian Pacific,10.51596683,FALSE
Sub 1,36900,Married,4,0,3,6,Single detached,1,0,Rented,Before 1939,600,300,Yes,Gas,0,English,10.51596683,FALSE
Sub 1,36920,Married,4,2,4,8,Single detached,2,1,Mortgage,1950-1959,2100,150,No,Gas,3000,English,10.51650869,FALSE
Sub 1,36940,Married,2,0,2,6,Single attached,1,2,Outright,1980-1989,350,190,No,Gas,500,English,10.51705025,FALSE
Sub 1,36950,Married,5,0,2,8,Single detached,2,0,Mortgage,1970-1979,1700,120,No,Oil,1300,English,10.51732093,FALSE
Sub 1,36980,Married,2,0,2,4,Single detached,0,2,Mortgage,Before 1939,1500,250,No,Oil,2200,English,10.5181325,FALSE
Sub 1,37000,Female Head,2,1,2,5,Single attached,1,1,Rented,1970-1979,800,80,No,Gas,0,Spanish,10.51867319,FALSE
Sub 1,37000,Female Head,2,1,3,5,Single detached,2,1,Mortgage,1960-1969,800,50,No,Gas,500,English,10.51867319,FALSE
Sub 1,37000,Female Head,4,1,2,8,Single detached,1,1,Mortgage,1990-1999,1300,200,No,Gas,650,English,10.51867319,FALSE
Sub 1,37000,Female Head,4,1,4,6,Single detached,3,2,Mortgage,1980-1989,1500,80,No,Gas,300,English,10.51867319,FALSE
Sub 1,37000,Female Head,4,2,3,6,Single detached,1,1,Mortgage,Before 1939,650,90,No,Gas,800,English,10.51867319,FALSE
Sub 1,37000,Female Head,4,3,4,6,Single attached,2,1,Rented,1990-1999,1900,1,No,Gas,0,English,10.51867319,FALSE
Sub 1,37000,Male Head,3,1,4,6,Single detached,1,1,Mortgage,Before 1939,1100,200,No,Gas,1200,English,10.51867319,FALSE
Sub 1,37000,Male Head,3,2,4,5,Single detached,1,1,Mortgage,1940-1949,1800,280,No,Gas,1400,Spanish,10.51867319,FALSE
Sub 1,37000,Male Head,4,0,4,7,Single detached,4,2,Mortgage,1980-1989,550,30,Yes,Oil,500,English,10.51867319,FALSE
Sub 1,37000,Married,2,0,2,6,Single detached,2,2,Mortgage,Before 1939,350,50,No,Gas,260,English,10.51867319,FALSE
Sub 1,37000,Married,2,0,2,9,Single detached,2,2,Mortgage,1950-1959,900,90,No,None,800,English,10.51867319,FALSE
Sub 1,37000,Married,2,0,4,3,Single attached,1,1,Mortgage,Before 1939,1500,150,No,Gas,1200,English,10.51867319,FALSE
Sub 1,37000,Married,3,0,2,6,Single detached,3,1,Rented,1980-1989,640,100,No,Gas,0,English,10.51867319,FALSE
Sub 1,37000,Married,3,0,2,7,Single detached,3,2,Mortgage,1990-1999,220,150,No,Gas,700,English,10.51867319,FALSE
Sub 1,37000,Married,3,1,4,6,Single detached,2,2,Mortgage,Before 1939,2400,580,No,Oil,1300,Spanish,10.51867319,FALSE
Sub 1,37000,Married,3,2,4,7,Single detached,2,2,Mortgage,1950-1959,1900,120,No,Oil,1200,Spanish,10.51867319,FALSE
Sub 1,37000,Married,3,5,7,8,Single detached,1,1,Mortgage,1960-1969,1600,120,Yes,Gas,900,English,10.51867319,FALSE
Sub 1,37000,Married,4,0,2,5,Single attached,2,0,Mortgage,1980-1989,1590,210,No,Electricity,230,English,10.51867319,FALSE
Sub 1,37000,Married,4,1,3,5,Single attached,1,2,Mortgage,Before 1939,2300,130,No,Gas,2000,Other European,10.51867319,FALSE
Sub 1,37000,Married,8,0,2,21,Single detached,2,2,Mortgage,Before 1939,1700,300,No,Gas,3000,English,10.51867319,FALSE
Sub 1,37000,Married,8,4,6,12,Single detached,2,1,Mortgage,2000-2004,4400,400,No,Gas,6600,English,10.51867319,FALSE
Sub 1,37100,Female Head,3,2,3,6,Mobile home,0,1,Rented,1990-1999,400,140,Yes,Other,0,English,10.52137225,FALSE
Sub 1,37100,Male Head,3,2,5,5,Mobile home,2,1,Mortgage,1990-1999,480,110,Yes,Oil,200,English,10.52137225,FALSE
Sub 1,37100,Married,3,1,3,5,Single detached,0,2,Rented,1980-1989,650,90,No,Gas,0,English,10.52137225,FALSE
Sub 1,37100,Married,3,2,5,6,Single attached,1,2,Rented,2007,1300,90,No,Gas,0,Asian Pacific,10.52137225,FALSE
Sub 1,37100,Married,3,3,5,6,Single attached,2,1,Mortgage,Before 1939,1100,290,No,Gas,940,Spanish,10.52137225,FALSE
Sub 1,37110,Married,3,0,2,6,Single detached,2,1,Mortgage,1970-1979,850,70,No,Gas,550,English,10.52164175,FALSE
Sub 1,37170,Female Head,3,1,3,6,Single detached,2,2,Mortgage,Before 1939,810,110,No,Oil,1500,English,10.52325726,FALSE
